,value2,value,count,raw_left_value,raw_left_value2,variable,variable2
71,-1.791 - -1.19,0.4894 - 1.072,0.008751064437124733,0.4894,-1.791,40-59,logPOP
72,-1.19 - -0.5885,0.4894 - 1.072,0.008751064437124726,0.4894,-1.19,40-59,logPOP
73,-0.5885 - 0.01286,0.4894 - 1.072,0.008751064437124733,0.4894,-0.5885,40-59,logPOP
74,0.01286 - 0.6142,0.4894 - 1.072,0.008751064437124733,0.4894,0.01286,40-59,logPOP
75,0.6142 - 1.216,0.4894 - 1.072,0.008751064437124726,0.4894,0.6142,40-59,logPOP
76,1.216 - 1.817,0.4894 - 1.072,0.00875106443712474,0.4894,1.216,40-59,logPOP
77,1.817 - 2.418,0.4894 - 1.072,0.017502128874249453,0.4894,1.817,40-59,logPOP
83,-0.5885 - 0.01286,1.072 - 1.655,0.008751064437124733,1.072,-0.5885,40-59,logPOP
85,0.6142 - 1.216,1.072 - 1.655,0.008751064437124726,1.072,0.6142,40-59,logPOP
86,1.216 - 1.817,1.072 - 1.655,0.00875106443712474,1.072,1.216,40-59,logPOP
92,-1.19 - -0.5885,1.655 - 2.238,0.008751064437124707,1.655,-1.19,40-59,logPOP
97,1.817 - 2.418,1.655 - 2.238,0.008751064437124707,1.655,1.817,40-59,logPOP
3,-0.9851 - -0.5278,-3.591 - -3.008,0.011507252328721778,-3.591,-0.9851,40-59,dPOP
5,-0.07046 - 0.3868,-3.591 - -3.008,0.011507252328721771,-3.591,-0.07046,40-59,dPOP
6,0.3868 - 0.8441,-3.591 - -3.008,0.011507252328721787,-3.591,0.3868,40-59,dPOP
7,0.8441 - 1.301,-3.591 - -3.008,0.023014504657443542,-3.591,0.8441,40-59,dPOP
13,-0.9851 - -0.5278,-3.008 - -2.425,0.011507252328721778,-3.008,-0.9851,40-59,dPOP
15,-0.07046 - 0.3868,-3.008 - -2.425,0.03452175698616531,-3.008,-0.07046,40-59,dPOP
16,0.3868 - 0.8441,-3.008 - -2.425,0.05753626164360893,-3.008,0.3868,40-59,dPOP
17,0.8441 - 1.301,-3.008 - -2.425,0.08055076630105239,-3.008,0.8441,40-59,dPOP
24,-0.5278 - -0.07046,-2.425 - -1.842,0.011507252328721778,-2.425,-0.5278,40-59,dPOP
25,-0.07046 - 0.3868,-2.425 - -1.842,0.10356527095849592,-2.425,-0.07046,40-59,dPOP
26,0.3868 - 0.8441,-2.425 - -1.842,0.0920580186297743,-2.425,0.3868,40-59,dPOP
27,0.8441 - 1.301,-2.425 - -1.842,0.149594280273383,-2.425,0.8441,40-59,dPOP
28,1.301 - 1.759,-2.425 - -1.842,0.09205801862977417,-2.425,1.301,40-59,dPOP
29,1.759 - 2.216,-2.425 - -1.842,0.023014504657443573,-2.425,1.759,40-59,dPOP
33,-0.9851 - -0.5278,-1.842 - -1.259,0.011507252328721778,-1.842,-0.9851,40-59,dPOP
34,-0.5278 - -0.07046,-1.842 - -1.259,0.03452175698616533,-1.842,-0.5278,40-59,dPOP
35,-0.07046 - 0.3868,-1.842 - -1.259,0.06904351397233062,-1.842,-0.07046,40-59,dPOP
36,0.3868 - 0.8441,-1.842 - -1.259,0.14959428027338323,-1.842,0.3868,40-59,dPOP
37,0.8441 - 1.301,-1.842 - -1.259,0.18411603725954834,-1.842,0.8441,40-59,dPOP
38,1.301 - 1.759,-1.842 - -1.259,0.09205801862977417,-1.842,1.301,40-59,dPOP
42,-1.442 - -0.9851,-1.259 - -0.6765,0.011507252328721771,-1.259,-1.442,40-59,dPOP
43,-0.9851 - -0.5278,-1.259 - -0.6765,0.011507252328721778,-1.259,-0.9851,40-59,dPOP
44,-0.5278 - -0.07046,-1.259 - -0.6765,0.06904351397233066,-1.259,-0.5278,40-59,dPOP
45,-0.07046 - 0.3868,-1.259 - -0.6765,0.10356527095849592,-1.259,-0.07046,40-59,dPOP
46,0.3868 - 0.8441,-1.259 - -0.6765,0.1726087849308268,-1.259,0.3868,40-59,dPOP
47,0.8441 - 1.301,-1.259 - -0.6765,0.20713054191699184,-1.259,0.8441,40-59,dPOP
48,1.301 - 1.759,-1.259 - -0.6765,0.05753626164360885,-1.259,1.301,40-59,dPOP
49,1.759 - 2.216,-1.259 - -0.6765,0.011507252328721787,-1.259,1.759,40-59,dPOP
53,-0.9851 - -0.5278,-0.6765 - -0.09353,0.011507252328721778,-0.6765,-0.9851,40-59,dPOP
54,-0.5278 - -0.07046,-0.6765 - -0.09353,0.03452175698616533,-0.6765,-0.5278,40-59,dPOP
55,-0.07046 - 0.3868,-0.6765 - -0.09353,0.1150725232872177,-0.6765,-0.07046,40-59,dPOP
56,0.3868 - 0.8441,-0.6765 - -0.09353,0.16110153260210502,-0.6765,0.3868,40-59,dPOP
57,0.8441 - 1.301,-0.6765 - -0.09353,0.09205801862977417,-0.6765,0.8441,40-59,dPOP
58,1.301 - 1.759,-0.6765 - -0.09353,0.05753626164360885,-0.6765,1.301,40-59,dPOP
63,-0.9851 - -0.5278,-0.09353 - 0.4894,0.023014504657443556,-0.09353,-0.9851,40-59,dPOP
64,-0.5278 - -0.07046,-0.09353 - 0.4894,0.03452175698616533,-0.09353,-0.5278,40-59,dPOP
65,-0.07046 - 0.3868,-0.09353 - 0.4894,0.10356527095849592,-0.09353,-0.07046,40-59,dPOP
66,0.3868 - 0.8441,-0.09353 - 0.4894,0.16110153260210502,-0.09353,0.3868,40-59,dPOP
67,0.8441 - 1.301,-0.09353 - 0.4894,0.09205801862977417,-0.09353,0.8441,40-59,dPOP
68,1.301 - 1.759,-0.09353 - 0.4894,0.011507252328721771,-0.09353,1.301,40-59,dPOP
69,1.759 - 2.216,-0.09353 - 0.4894,0.011507252328721787,-0.09353,1.759,40-59,dPOP
70,-2.357 - -1.9,0.4894 - 1.072,0.011507252328721778,0.4894,-2.357,40-59,dPOP
71,-1.9 - -1.442,0.4894 - 1.072,0.06904351397233066,0.4894,-1.9,40-59,dPOP
72,-1.442 - -0.9851,0.4894 - 1.072,0.023014504657443542,0.4894,-1.442,40-59,dPOP
73,-0.9851 - -0.5278,0.4894 - 1.072,0.03452175698616533,0.4894,-0.9851,40-59,dPOP
74,-0.5278 - -0.07046,0.4894 - 1.072,0.09205801862977422,0.4894,-0.5278,40-59,dPOP
75,-0.07046 - 0.3868,0.4894 - 1.072,0.13808702794466124,0.4894,-0.07046,40-59,dPOP
76,0.3868 - 0.8441,0.4894 - 1.072,0.11507252328721786,0.4894,0.3868,40-59,dPOP
77,0.8441 - 1.301,0.4894 - 1.072,0.03452175698616531,0.4894,0.8441,40-59,dPOP
78,1.301 - 1.759,0.4894 - 1.072,0.011507252328721771,0.4894,1.301,40-59,dPOP
79,1.759 - 2.216,0.4894 - 1.072,0.011507252328721787,0.4894,1.759,40-59,dPOP
80,-2.357 - -1.9,1.072 - 1.655,0.023014504657443556,1.072,-2.357,40-59,dPOP
81,-1.9 - -1.442,1.072 - 1.655,0.023014504657443556,1.072,-1.9,40-59,dPOP
82,-1.442 - -0.9851,1.072 - 1.655,0.011507252328721771,1.072,-1.442,40-59,dPOP
83,-0.9851 - -0.5278,1.072 - 1.655,0.023014504657443556,1.072,-0.9851,40-59,dPOP
84,-0.5278 - -0.07046,1.072 - 1.655,0.023014504657443556,1.072,-0.5278,40-59,dPOP
85,-0.07046 - 0.3868,1.072 - 1.655,0.08055076630105239,1.072,-0.07046,40-59,dPOP
86,0.3868 - 0.8441,1.072 - 1.655,0.05753626164360893,1.072,0.3868,40-59,dPOP
87,0.8441 - 1.301,1.072 - 1.655,0.011507252328721771,1.072,0.8441,40-59,dPOP
90,-2.357 - -1.9,1.655 - 2.238,0.01150725232872179,1.655,-2.357,40-59,dPOP
91,-1.9 - -1.442,1.655 - 2.238,0.01150725232872179,1.655,-1.9,40-59,dPOP
92,-1.442 - -0.9851,1.655 - 2.238,0.023014504657443563,1.655,-1.442,40-59,dPOP
93,-0.9851 - -0.5278,1.655 - 2.238,0.034521756986165365,1.655,-0.9851,40-59,dPOP
94,-0.5278 - -0.07046,1.655 - 2.238,0.01150725232872179,1.655,-0.5278,40-59,dPOP
95,-0.07046 - 0.3868,1.655 - 2.238,0.023014504657443563,1.655,-0.07046,40-59,dPOP
96,0.3868 - 0.8441,1.655 - 2.238,0.023014504657443594,1.655,0.3868,40-59,dPOP
97,0.8441 - 1.301,1.655 - 2.238,0.011507252328721781,1.655,0.8441,40-59,dPOP
4,0.05478 - 0.7364,-3.591 - -3.008,0.015440803712275632,-3.591,0.05478,40-59,0-19
11,-1.99 - -1.308,-3.008 - -2.425,0.007720401856137816,-3.008,-1.99,40-59,0-19
15,0.7364 - 1.418,-3.008 - -2.425,0.0694836167052403,-3.008,0.7364,40-59,0-19
16,1.418 - 2.1,-3.008 - -2.425,0.03860200928068911,-3.008,1.418,40-59,0-19
17,2.1 - 2.781,-3.008 - -2.425,0.08492442041751591,-3.008,2.1,40-59,0-19
18,2.781 - 3.463,-3.008 - -2.425,0.007720401856137811,-3.008,2.781,40-59,0-19
21,-1.99 - -1.308,-2.425 - -1.842,0.007720401856137819,-2.425,-1.99,40-59,0-19
23,-0.6268 - 0.05478,-2.425 - -1.842,0.03860200928068909,-2.425,-0.6268,40-59,0-19
24,0.05478 - 0.7364,-2.425 - -1.842,0.007720401856137819,-2.425,0.05478,40-59,0-19
25,0.7364 - 1.418,-2.425 - -1.842,0.13124683155434283,-2.425,0.7364,40-59,0-19
26,1.418 - 2.1,-2.425 - -1.842,0.10808562598592955,-2.425,1.418,40-59,0-19
27,2.1 - 2.781,-2.425 - -1.842,0.1698488408350319,-2.425,2.1,40-59,0-19
28,2.781 - 3.463,-2.425 - -1.842,0.02316120556841344,-2.425,2.781,40-59,0-19
31,-1.99 - -1.308,-1.842 - -1.259,0.015440803712275627,-1.842,-1.99,40-59,0-19
32,-1.308 - -0.6268,-1.842 - -1.259,0.015440803712275616,-1.842,-1.308,40-59,0-19
33,-0.6268 - 0.05478,-1.842 - -1.259,0.023161205568413442,-1.842,-0.6268,40-59,0-19
34,0.05478 - 0.7364,-1.842 - -1.259,0.06948361670524032,-1.842,0.05478,40-59,0-19
35,0.7364 - 1.418,-1.842 - -1.259,0.10036522412979151,-1.842,0.7364,40-59,0-19
36,1.418 - 2.1,-1.842 - -1.259,0.20073044825958328,-1.842,1.418,40-59,0-19
37,2.1 - 2.781,-1.842 - -1.259,0.17756924269116958,-1.842,2.1,40-59,0-19
38,2.781 - 3.463,-1.842 - -1.259,0.061763214849102466,-1.842,2.781,40-59,0-19
39,3.463 - 4.144,-1.842 - -1.259,0.007720401856137819,-1.842,3.463,40-59,0-19
40,-2.672 - -1.99,-1.259 - -0.6765,0.015440803712275627,-1.259,-2.672,40-59,0-19
41,-1.99 - -1.308,-1.259 - -0.6765,0.023161205568413442,-1.259,-1.99,40-59,0-19
42,-1.308 - -0.6268,-1.259 - -0.6765,0.015440803712275616,-1.259,-1.308,40-59,0-19
43,-0.6268 - 0.05478,-1.259 - -0.6765,0.03860200928068907,-1.259,-0.6268,40-59,0-19
44,0.05478 - 0.7364,-1.259 - -0.6765,0.015440803712275627,-1.259,0.05478,40-59,0-19
45,0.7364 - 1.418,-1.259 - -0.6765,0.07720401856137808,-1.259,0.7364,40-59,0-19
46,1.418 - 2.1,-1.259 - -0.6765,0.18528964454730767,-1.259,1.418,40-59,0-19
47,2.1 - 2.781,-1.259 - -0.6765,0.11580602784206712,-1.259,2.1,40-59,0-19
48,2.781 - 3.463,-1.259 - -0.6765,0.07720401856137808,-1.259,2.781,40-59,0-19
49,3.463 - 4.144,-1.259 - -0.6765,0.015440803712275637,-1.259,3.463,40-59,0-19
50,-2.672 - -1.99,-0.6765 - -0.09353,0.01544080371227565,-0.6765,-2.672,40-59,0-19
51,-1.99 - -1.308,-0.6765 - -0.09353,0.007720401856137825,-0.6765,-1.99,40-59,0-19
53,-0.6268 - 0.05478,-0.6765 - -0.09353,0.007720401856137825,-0.6765,-0.6268,40-59,0-19
54,0.05478 - 0.7364,-0.6765 - -0.09353,0.05404281299296477,-0.6765,0.05478,40-59,0-19
55,0.7364 - 1.418,-0.6765 - -0.09353,0.08492442041751601,-0.6765,0.7364,40-59,0-19
56,1.418 - 2.1,-0.6765 - -0.09353,0.10036522412979176,-0.6765,1.418,40-59,0-19
57,2.1 - 2.781,-0.6765 - -0.09353,0.04632241113682691,-0.6765,2.1,40-59,0-19
58,2.781 - 3.463,-0.6765 - -0.09353,0.04632241113682691,-0.6765,2.781,40-59,0-19
59,3.463 - 4.144,-0.6765 - -0.09353,0.00772040185613783,-0.6765,3.463,40-59,0-19
61,-1.99 - -1.308,-0.09353 - 0.4894,0.007720401856137813,-0.09353,-1.99,40-59,0-19
62,-1.308 - -0.6268,-0.09353 - 0.4894,0.007720401856137808,-0.09353,-1.308,40-59,0-19
64,0.05478 - 0.7364,-0.09353 - 0.4894,0.030881607424551254,-0.09353,0.05478,40-59,0-19
65,0.7364 - 1.418,-0.09353 - 0.4894,0.04632241113682685,-0.09353,0.7364,40-59,0-19
66,1.418 - 2.1,-0.09353 - 0.4894,0.0386020092806891,-0.09353,1.418,40-59,0-19
69,3.463 - 4.144,-0.09353 - 0.4894,0.007720401856137819,-0.09353,3.463,40-59,0-19
72,-1.308 - -0.6268,0.4894 - 1.072,0.007720401856137808,0.4894,-1.308,40-59,0-19
73,-0.6268 - 0.05478,0.4894 - 1.072,0.007720401856137813,0.4894,-0.6268,40-59,0-19
74,0.05478 - 0.7364,0.4894 - 1.072,0.007720401856137813,0.4894,0.05478,40-59,0-19
75,0.7364 - 1.418,0.4894 - 1.072,0.007720401856137808,0.4894,0.7364,40-59,0-19
94,0.05478 - 0.7364,1.655 - 2.238,0.007720401856137825,1.655,0.05478,40-59,0-19
95,0.7364 - 1.418,1.655 - 2.238,0.007720401856137818,1.655,0.7364,40-59,0-19
4,0.6714 - 1.209,-3.591 - -3.008,0.029347474592719365,-3.591,0.6714,40-59,20-39
5,1.209 - 1.747,-3.591 - -3.008,0.10760740683997093,-3.591,1.209,40-59,20-39
6,1.747 - 2.285,-3.591 - -3.008,0.05869494918543878,-3.591,1.747,40-59,20-39
7,2.285 - 2.823,-3.591 - -3.008,0.15651986449450317,-3.591,2.285,40-59,20-39
8,2.823 - 3.361,-3.591 - -3.008,0.08804242377815803,-3.591,2.823,40-59,20-39
9,3.361 - 3.899,-3.591 - -3.008,0.019564983061812924,-3.591,3.361,40-59,20-39
14,0.6714 - 1.209,-3.008 - -2.425,0.019564983061812913,-3.008,0.6714,40-59,20-39
15,1.209 - 1.747,-3.008 - -2.425,0.11738989837087736,-3.008,1.209,40-59,20-39
16,1.747 - 2.285,-3.008 - -2.425,0.19564983061812924,-3.008,1.747,40-59,20-39
17,2.285 - 2.823,-3.008 - -2.425,0.3032572374580999,-3.008,2.285,40-59,20-39
18,2.823 - 3.361,-3.008 - -2.425,0.14673737296359673,-3.008,2.823,40-59,20-39
19,3.361 - 3.899,-3.008 - -2.425,0.019564983061812924,-3.008,3.361,40-59,20-39
23,0.1334 - 0.6714,-2.425 - -1.842,0.009782491530906457,-2.425,0.1334,40-59,20-39
24,0.6714 - 1.209,-2.425 - -1.842,0.019564983061812913,-2.425,0.6714,40-59,20-39
25,1.209 - 1.747,-2.425 - -1.842,0.13695488143269027,-2.425,1.209,40-59,20-39
26,1.747 - 2.285,-2.425 - -1.842,0.42064713582897784,-2.425,1.747,40-59,20-39
27,2.285 - 2.823,-2.425 - -1.842,0.2543447798035677,-2.425,2.285,40-59,20-39
28,2.823 - 3.361,-2.425 - -1.842,0.02934747459271934,-2.425,2.823,40-59,20-39
29,3.361 - 3.899,-2.425 - -1.842,0.009782491530906462,-2.425,3.361,40-59,20-39
33,0.1334 - 0.6714,-1.842 - -1.259,0.019564983061812913,-1.842,0.1334,40-59,20-39
34,0.6714 - 1.209,-1.842 - -1.259,0.08804242377815809,-1.842,0.6714,40-59,20-39
35,1.209 - 1.747,-1.842 - -1.259,0.1663023560254096,-1.842,1.209,40-59,20-39
36,1.747 - 2.285,-1.842 - -1.259,0.1076074068399711,-1.842,1.747,40-59,20-39
37,2.285 - 2.823,-1.842 - -1.259,0.019564983061812896,-1.842,2.285,40-59,20-39
38,2.823 - 3.361,-1.842 - -1.259,0.009782491530906448,-1.842,2.823,40-59,20-39
42,-0.4045 - 0.1334,-1.259 - -0.6765,0.009782491530906448,-1.259,-0.4045,40-59,20-39
43,0.1334 - 0.6714,-1.259 - -0.6765,0.03912996612362583,-1.259,0.1334,40-59,20-39
44,0.6714 - 1.209,-1.259 - -0.6765,0.07825993224725165,-1.259,0.6714,40-59,20-39
45,1.209 - 1.747,-1.259 - -0.6765,0.08804242377815803,-1.259,1.209,40-59,20-39
46,1.747 - 2.285,-1.259 - -0.6765,0.04891245765453231,-1.259,1.747,40-59,20-39
47,2.285 - 2.823,-1.259 - -0.6765,0.019564983061812896,-1.259,2.285,40-59,20-39
52,-0.4045 - 0.1334,-0.6765 - -0.09353,0.009782491530906448,-0.6765,-0.4045,40-59,20-39
53,0.1334 - 0.6714,-0.6765 - -0.09353,0.04891245765453227,-0.6765,0.1334,40-59,20-39
54,0.6714 - 1.209,-0.6765 - -0.09353,0.019564983061812913,-0.6765,0.6714,40-59,20-39
55,1.209 - 1.747,-0.6765 - -0.09353,0.019564983061812896,-0.6765,1.209,40-59,20-39
61,-0.9424 - -0.4045,-0.09353 - 0.4894,0.06847744071634519,-0.09353,-0.9424,40-59,20-39
62,-0.4045 - 0.1334,-0.09353 - 0.4894,0.019564983061812896,-0.09353,-0.4045,40-59,20-39
65,1.209 - 1.747,-0.09353 - 0.4894,0.019564983061812896,-0.09353,1.209,40-59,20-39
66,1.747 - 2.285,-0.09353 - 0.4894,0.019564983061812924,-0.09353,1.747,40-59,20-39
70,-1.48 - -0.9424,0.4894 - 1.072,0.019564983061812913,0.4894,-1.48,40-59,20-39
71,-0.9424 - -0.4045,0.4894 - 1.072,0.009782491530906457,0.4894,-0.9424,40-59,20-39
72,-0.4045 - 0.1334,0.4894 - 1.072,0.009782491530906448,0.4894,-0.4045,40-59,20-39
73,0.1334 - 0.6714,0.4894 - 1.072,0.009782491530906457,0.4894,0.1334,40-59,20-39
75,1.209 - 1.747,0.4894 - 1.072,0.009782491530906448,0.4894,1.209,40-59,20-39
80,-1.48 - -0.9424,1.072 - 1.655,0.009782491530906448,1.072,-1.48,40-59,20-39
82,-0.4045 - 0.1334,1.072 - 1.655,0.00978249153090644,1.072,-0.4045,40-59,20-39
83,0.1334 - 0.6714,1.072 - 1.655,0.009782491530906448,1.072,0.1334,40-59,20-39
84,0.6714 - 1.209,1.072 - 1.655,0.009782491530906448,1.072,0.6714,40-59,20-39
90,-1.48 - -0.9424,1.655 - 2.238,0.009782491530906464,1.655,-1.48,40-59,20-39
91,-0.9424 - -0.4045,1.655 - 2.238,0.009782491530906464,1.655,-0.9424,40-59,20-39
93,0.1334 - 0.6714,1.655 - 2.238,0.009782491530906464,1.655,0.1334,40-59,20-39
0,-3.591 - -3.008,-3.591 - -3.008,0.036109240654755445,-3.591,-3.591,40-59,40-59
11,-3.008 - -2.425,-3.008 - -2.425,0.08124579147319974,-3.008,-3.008,40-59,40-59
22,-2.425 - -1.842,-2.425 - -1.842,0.054163860982133084,-2.425,-2.425,40-59,40-59
33,-1.842 - -1.259,-1.842 - -1.259,0.1354096524553329,-1.842,-1.842,40-59,40-59
44,-1.259 - -0.6765,-1.259 - -0.6765,0.24373737441959925,-1.259,-1.259,40-59,40-59
55,-0.6765 - -0.09353,-0.6765 - -0.09353,0.6138570911308416,-0.6765,-0.6765,40-59,40-59
66,-0.09353 - 0.4894,-0.09353 - 0.4894,0.7853759842409321,-0.09353,-0.09353,40-59,40-59
77,0.4894 - 1.072,0.4894 - 1.072,0.6951028826040412,0.4894,0.4894,40-59,40-59
88,1.072 - 1.655,1.072 - 1.655,0.25276468458328777,1.072,1.072,40-59,40-59
99,1.655 - 2.238,1.655 - 2.238,0.04513655081844437,1.655,1.655,40-59,40-59
0,-2.884 - -2.342,-3.591 - -3.008,0.00971964029383571,-3.591,-2.884,40-59,60-79
2,-1.801 - -1.259,-3.591 - -3.008,0.019439280587671408,-3.591,-1.801,40-59,60-79
3,-1.259 - -0.718,-3.591 - -3.008,0.00971964029383571,-3.591,-1.259,40-59,60-79
10,-2.884 - -2.342,-3.008 - -2.425,0.009719640293835707,-3.008,-2.884,40-59,60-79
11,-2.342 - -1.801,-3.008 - -2.425,0.009719640293835707,-3.008,-2.342,40-59,60-79
13,-1.259 - -0.718,-3.008 - -2.425,0.009719640293835707,-3.008,-1.259,40-59,60-79
14,-0.718 - -0.1766,-3.008 - -2.425,0.019439280587671415,-3.008,-0.718,40-59,60-79
15,-0.1766 - 0.3648,-3.008 - -2.425,0.0388785611753428,-3.008,-0.1766,40-59,60-79
16,0.3648 - 0.9062,-3.008 - -2.425,0.01943928058767143,-3.008,0.3648,40-59,60-79
20,-2.884 - -2.342,-2.425 - -1.842,0.019439280587671415,-2.425,-2.884,40-59,60-79
21,-2.342 - -1.801,-2.425 - -1.842,0.03887856117534283,-2.425,-2.342,40-59,60-79
22,-1.801 - -1.259,-2.425 - -1.842,0.0097196402938357,-2.425,-1.801,40-59,60-79
23,-1.259 - -0.718,-2.425 - -1.842,0.02915892088150712,-2.425,-1.259,40-59,60-79
24,-0.718 - -0.1766,-2.425 - -1.842,0.019439280587671415,-2.425,-0.718,40-59,60-79
25,-0.1766 - 0.3648,-2.425 - -1.842,0.0583178417630142,-2.425,-0.1766,40-59,60-79
26,0.3648 - 0.9062,-2.425 - -1.842,0.048598201469178565,-2.425,0.3648,40-59,60-79
31,-2.342 - -1.801,-1.842 - -1.259,0.03887856117534284,-1.842,-2.342,40-59,60-79
32,-1.801 - -1.259,-1.842 - -1.259,0.019439280587671408,-1.842,-1.801,40-59,60-79
33,-1.259 - -0.718,-1.842 - -1.259,0.03887856117534284,-1.842,-1.259,40-59,60-79
34,-0.718 - -0.1766,-1.842 - -1.259,0.07775712235068569,-1.842,-0.718,40-59,60-79
35,-0.1766 - 0.3648,-1.842 - -1.259,0.05831784176301422,-1.842,-0.1766,40-59,60-79
36,0.3648 - 0.9062,-1.842 - -1.259,0.058317841763014314,-1.842,0.3648,40-59,60-79
37,0.9062 - 1.448,-1.842 - -1.259,0.02915892088150711,-1.842,0.9062,40-59,60-79
38,1.448 - 1.989,-1.842 - -1.259,0.009719640293835704,-1.842,1.448,40-59,60-79
39,1.989 - 2.53,-1.842 - -1.259,0.009719640293835718,-1.842,1.989,40-59,60-79
43,-1.259 - -0.718,-1.259 - -0.6765,0.029158920881507133,-1.259,-1.259,40-59,60-79
44,-0.718 - -0.1766,-1.259 - -0.6765,0.058317841763014265,-1.259,-0.718,40-59,60-79
45,-0.1766 - 0.3648,-1.259 - -0.6765,0.10691604323219275,-1.259,-0.1766,40-59,60-79
46,0.3648 - 0.9062,-1.259 - -0.6765,0.13607496411370004,-1.259,0.3648,40-59,60-79
47,0.9062 - 1.448,-1.259 - -0.6765,0.12635532381986414,-1.259,0.9062,40-59,60-79
48,1.448 - 1.989,-1.259 - -0.6765,0.06803748205684992,-1.259,1.448,40-59,60-79
49,1.989 - 2.53,-1.259 - -0.6765,0.009719640293835718,-1.259,1.989,40-59,60-79
52,-1.801 - -1.259,-0.6765 - -0.09353,0.009719640293835697,-0.6765,-1.801,40-59,60-79
53,-1.259 - -0.718,-0.6765 - -0.09353,0.009719640293835702,-0.6765,-1.259,40-59,60-79
54,-0.718 - -0.1766,-0.6765 - -0.09353,0.03887856117534281,-0.6765,-0.718,40-59,60-79
55,-0.1766 - 0.3648,-0.6765 - -0.09353,0.14579460440753544,-0.6765,-0.1766,40-59,60-79
56,0.3648 - 0.9062,-0.6765 - -0.09353,0.29158920881507133,-0.6765,0.3648,40-59,60-79
57,0.9062 - 1.448,-0.6765 - -0.09353,0.21383208646438528,-0.6765,0.9062,40-59,60-79
58,1.448 - 1.989,-0.6765 - -0.09353,0.08747676264452127,-0.6765,1.448,40-59,60-79
59,1.989 - 2.53,-0.6765 - -0.09353,0.019439280587671418,-0.6765,1.989,40-59,60-79
63,-1.259 - -0.718,-0.09353 - 0.4894,0.00971964029383571,-0.09353,-1.259,40-59,60-79
64,-0.718 - -0.1766,-0.09353 - 0.4894,0.00971964029383571,-0.09353,-0.718,40-59,60-79
65,-0.1766 - 0.3648,-0.09353 - 0.4894,0.048598201469178516,-0.09353,-0.1766,40-59,60-79
66,0.3648 - 0.9062,-0.09353 - 0.4894,0.15551424470137148,-0.09353,0.3648,40-59,60-79
67,0.9062 - 1.448,-0.09353 - 0.4894,0.15551424470137126,-0.09353,0.9062,40-59,60-79
68,1.448 - 1.989,-0.09353 - 0.4894,0.08747676264452132,-0.09353,1.448,40-59,60-79
69,1.989 - 2.53,-0.09353 - 0.4894,0.009719640293835718,-0.09353,1.989,40-59,60-79
73,-1.259 - -0.718,0.4894 - 1.072,0.00971964029383571,0.4894,-1.259,40-59,60-79
74,-0.718 - -0.1766,0.4894 - 1.072,0.00971964029383571,0.4894,-0.718,40-59,60-79
75,-0.1766 - 0.3648,0.4894 - 1.072,0.12635532381986414,0.4894,-0.1766,40-59,60-79
76,0.3648 - 0.9062,0.4894 - 1.072,0.09719640293835717,0.4894,0.3648,40-59,60-79
77,0.9062 - 1.448,0.4894 - 1.072,0.16523388499520697,0.4894,0.9062,40-59,60-79
78,1.448 - 1.989,0.4894 - 1.072,0.009719640293835704,0.4894,1.448,40-59,60-79
84,-0.718 - -0.1766,1.072 - 1.655,0.009719640293835702,1.072,-0.718,40-59,60-79
85,-0.1766 - 0.3648,1.072 - 1.655,0.06803748205684987,1.072,-0.1766,40-59,60-79
86,0.3648 - 0.9062,1.072 - 1.655,0.038878561175342836,1.072,0.3648,40-59,60-79
87,0.9062 - 1.448,1.072 - 1.655,0.05831784176301418,1.072,0.9062,40-59,60-79
88,1.448 - 1.989,1.072 - 1.655,0.009719640293835697,1.072,1.448,40-59,60-79
94,-0.718 - -0.1766,1.655 - 2.238,0.01943928058767142,1.655,-0.718,40-59,60-79
95,-0.1766 - 0.3648,1.655 - 2.238,0.009719640293835704,1.655,-0.1766,40-59,60-79
0,-2.75 - -2.167,-3.591 - -3.008,0.009034641268617003,-3.591,-2.75,40-59,80+
1,-2.167 - -1.585,-3.591 - -3.008,0.009034641268617003,-3.591,-2.167,40-59,80+
